STATION,DATE,REPORT_TYPE,SOURCE,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,WindEquipmentChangeDate
72518014735,2015-01-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,32,80,30.26,29.93,29,8.5,0,9.8,33,35,28,300,23,0.2,2,2.6,300,18,724,1643,08-09-2006
72518014735,2015-01-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-2,15,57,30.65,30.27,7,10,0,-7.2,50,31,-2,10,26,T,3,T,10,21,724,1644,08-09-2006
72518014735,2015-01-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-3,5,65,30.45,30.14,3,1.8,0,-17.1,60,19,-10,100,9,T,3,T,90,8,724,1645,08-09-2006
72518014735,2015-01-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,15,65,30.07,29.78,14,3.2,0,-7.1,50,26,4,170,14,0,3,0,170,10,723,1647,08-09-2006
72518014735,2015-01-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,21,53,29.92,29.55,18,11.9,0,-1.1,44,34,7,290,41,T,3,0.1,300,31,723,1648,08-09-2006
72518014735,2015-01-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-4,11,47,30.3,29.97,8,6,0,-11.1,54,24,-2,170,36,0,2,0,170,26,722,1649,08-09-2006
72518014735,2015-01-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27,32,79,29.89,29.59,31,9.7,0,9.9,33,40,24,160,30,0.59,1,0,170,21,722,1650,08-09-2006
72518014735,2015-01-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",24,34,66,29.77,29.41,31,14.4,0,11.9,31,38,29,260,38,T,0,T,280,29,721,1652,08-09-2006
72518014735,2015-01-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",11,24,55,29.96,29.6,21,10.9,0,1.9,41,31,17,290,26,T,0,T,280,21,720,1653,08-09-2006
72518014735,2015-01-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",6,16,63,30.19,29.85,14,2,0,-6.2,49,24,8,290,11,0,0,0,290,8,720,1654,08-09-2006
72518014735,2015-01-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",12,25,64,30.27,29.91,20,4.8,0,2.8,40,32,17,290,25,0,0,0,280,20,719,1655,08-09-2006
72518014735,2015-01-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",14,25,66,30.18,29.88,21,3.2,0,2.7,40,34,15,270,19,T,0,T,290,15,718,1657,08-09-2006
72518014735,2015-01-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",23,28,78,29.55,29.28,27,7,0,5.6,37,34,22,290,34,0.06,0,0.8,290,28,718,1658,08-09-2006
72518014735,2015-01-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",11,25,53,29.77,29.38,22,13.8,0,2.5,40,36,13,300,43,T,1,T,290,31,717,1659,08-09-2006
72518014735,2015-01-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",2,14,59,30.07,29.75,11,8.3,0,-8.5,51,18,10,20,18,0.02,0,0.2,360,14,716,1700,08-09-2006
72518014735,2015-01-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",3,14,65,29.86,29.52,11,10.9,0,-8.6,51,17,11,360,24,0.23,1,5.6,10,20,715,1702,08-09-2006
72518014735,2015-01-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",0,13,50,30.14,29.75,11,9.1,0,-9.7,52,23,2,330,21,T,6,T,330,18,714,1703,08-09-2006
72518014735,2015-01-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",2,13,57,30.19,29.9,12,7,0,-9.9,52,30,-4,170,29,T,4,T,170,21,713,1704,08-09-2006
72518014735,2015-01-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",16,19,71,29.92,29.57,22,14.7,0,-4,46,30,8,290,44,0.18,4,2.6,300,37,712,1706,08-09-2006
72518014735,2015-01-31T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-5,7,51,30.17,29.83,6,14.2,0,-16.1,58,14,-1,280,39,T,4,T,280,31,711,1707,08-09-2006
72518014735,2015-03-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",10,14,73,30.47,30.19,15,5.3,0,-15.4,51,26,2,170,29,0.08,12,1.4,180,21,632,1745,08-09-2006
72518014735,2015-03-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",14,26,62,30.16,29.8,22,15.1,0,-3.6,39,31,21,280,51,T,13,0.2,290,39,630,1746,08-09-2006
72518014735,2015-03-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",11,19,65,30.19,29.93,18,11.3,0,-10.9,46,30,7,170,35,0.1,12,0.4,180,24,628,1747,08-09-2006
72518014735,2015-03-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",26,35,69,29.82,29.47,32,9.2,0,4.8,30,39,30,180,29,0,12,0,280,21,627,1748,08-09-2006
72518014735,2015-03-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",5,22,49,30.18,29.8,17,13.8,0,-8.5,43,33,11,280,30,T,12,T,290,24,625,1749,08-09-2006
72518014735,2015-03-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-1,14,48,30.44,30.11,12,4.1,0,-16.9,51,27,0,320,15,0,12,0,280,12,623,1751,08-09-2006
72518014735,2015-03-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",9,22,52,30.12,29.82,20,4.7,0,-9.2,43,35,8,290,17,T,11,T,290,15,622,1752,08-09-2006
72518014735,2015-03-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20,30,66,30.06,29.72,27,6,0,-1.5,35,38,21,270,43,0.02,11,0.6,290,31,620,1753,08-09-2006
72518014735,2015-03-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,31,60,30.15,29.81,28,6.6,0,-0.9,34,44,18,280,30,0,10,0,290,23,618,1754,08-09-2006
72518014735,2015-03-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,35,64,30.17,29.87,32,6.9,0,2.8,30,49,20,160,26,0.03,8,0,180,20,616,1756,08-09-2006
72518014735,2015-03-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32,43,68,29.98,29.64,38,11.6,0,10.4,22,48,37,290,39,T,5,0,290,28,615,1757,08-09-2006
72518014735,2015-03-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",10,33,36,30.42,30.03,27,16.1,0,0.1,32,41,25,330,38,0,0,0,330,29,613,1758,08-09-2006
72518014735,2015-03-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,31,38,30.51,30.2,25,5.7,0,-2.3,34,42,19,180,21,0,0,0,170,14,611,1759,08-09-2006
72518014735,2015-03-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32,38,81,29.95,29.68,35,5.5,0,4.3,27,41,35,290,30,0.08,0,0,290,21,610,1800,08-09-2006
72518014735,2015-03-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",26,36,65,29.82,29.47,32,15.6,0,1.9,29,41,31,330,35,T,0,0,330,29,608,1801,08-09-2006
72518014735,2015-03-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",23,35,58,29.92,29.62,31,3.4,0,0.5,30,46,24,30,13,0,0,0,20,10,606,1803,08-09-2006
72518014735,2015-03-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,37,57,29.69,29.35,32,13.1,0,2.2,28,46,28,310,47,0.03,0,0,300,37,604,1804,08-09-2006
72518014735,2015-03-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",0,25,33,30.05,29.7,19,16.2,0,-10.2,40,33,17,280,48,0,0,0,310,35,603,1805,08-09-2006
72518014735,2015-03-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",1,26,34,30.3,29.94,20,10.1,0,-9.6,39,37,15,300,29,0,0,0,290,22,601,1806,08-09-2006
72518014735,2015-03-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",14,28,60,30.28,29.97,24,4.9,0,-8,37,34,21,180,23,0.04,0,0.6,190,17,559,1807,08-09-2006
72518014735,2015-03-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,35,68,29.95,29.65,31,10.8,0,-1.5,30,42,28,300,37,T,0,T,300,25,557,1808,08-09-2006
72518014735,2015-03-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",2,25,40,30.09,29.73,18,15.2,0,-11.9,40,33,17,280,36,0,0,0,280,29,556,1810,08-09-2006
72518014735,2015-03-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",0,21,40,30.26,29.91,16,12.3,0,-16.3,44,28,14,290,31,0,0,0,290,23,554,1811,08-09-2006
72518014735,2015-03-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,26,46,30.37,30.03,20,3,0,-11.7,39,39,12,350,18,0,0,0,350,10,552,1812,08-09-2006
72518014735,2015-03-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,33,58,30.27,29.97,29,11,0,-5.2,32,49,17,170,36,0.03,0,T,170,26,550,1813,08-09-2006
72518014735,2015-03-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",36,40,90,29.84,29.55,38,6.5,0,1.4,25,43,36,170,23,0.78,0,T,170,20,549,1814,08-09-2006
72518014735,2015-03-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,39,67,29.78,29.44,35,9,0,0,26,46,32,290,25,T,0,0.1,300,18,547,1815,08-09-2006
72518014735,2015-03-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,27,70,29.96,29.6,25,10.9,0,-12.5,38,32,22,310,26,0.06,1,1.9,310,21,545,1817,08-09-2006
72518014735,2015-03-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,27,44,30.17,29.86,22,4.4,0,-12.9,38,43,11,310,20,0,0,0,270,15,543,1818,08-09-2006
72518014735,2015-03-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",24,39,59,29.79,29.49,33,12.2,0,-1.3,26,46,32,270,28,T,0,0.1,280,21,541,1819,08-09-2006
72518014735,2015-03-31T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21,38,48,29.79,29.47,33,11.6,0,-2.8,27,46,30,300,31,0,0,0,280,23,540,1820,08-09-2006
72518014735,2015-04-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,36,33,30.07,29.72,27,8.8,0,-5.2,29,47,25,290,32,0,0,0,280,25,538,1821,08-09-2006
72518014735,2015-04-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,46,36,30.01,29.73,38,10.2,0,4.3,19,67,25,170,32,T,0,0,170,24,536,1822,08-09-2006
72518014735,2015-04-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",39,56,55,29.75,29.46,48,4.4,0,13.9,9,65,47,350,15,0.09,0,0,330,13,535,1823,08-09-2006
72518014735,2015-04-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",26,39,57,29.85,29.47,35,16.7,0,-3.6,26,47,31,280,49,0.28,0,0,310,35,533,1825,08-09-2006
72518014735,2015-04-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,34,52,30.17,29.83,30,9.5,0,-9,31,42,25,280,35,T,0,T,280,25,531,1826,08-09-2006
72518014735,2015-04-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30,48,56,30.23,29.9,39,5,0,4.5,17,63,32,170,20,T,0,0,160,15,529,1827,08-09-2006
72518014735,2015-04-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27,43,56,30.3,29.95,36,9.2,0,-0.9,22,48,38,20,23,0.01,0,0,10,16,528,1828,08-09-2006
72518014735,2015-04-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",24,37,63,30.36,30.04,32,4.5,0,-7.3,28,41,33,140,19,0.35,0,T,20,13,526,1829,08-09-2006
72518014735,2015-04-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32,38,79,30.29,29.98,35,8.1,0,-6.8,27,42,34,170,28,0.15,0,0,170,18,524,1830,08-09-2006
72518014735,2015-04-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40,45,80,29.83,29.54,43,13.7,0,-0.2,20,52,38,180,32,0.17,0,0,170,24,523,1831,08-09-2006
72518014735,2015-04-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27,41,52,30,29.64,38,13.9,0,-4.7,24,50,31,280,42,0,0,0,290,32,521,1833,08-09-2006
72518014735,2015-04-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,49,48,30.26,29.93,41,4.8,0,2.9,16,68,29,280,23,0,0,0,300,14,519,1834,08-09-2006
72518014735,2015-04-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35,55,42,30.16,29.85,48,13.3,0,8.5,10,74,36,160,43,0,0,0,170,29,518,1835,08-09-2006
72518014735,2015-04-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31,57,42,30.14,29.82,45,11.5,0,10.1,8,66,48,270,29,T,0,0,310,22,516,1836,08-09-2006
72518014735,2015-04-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21,52,30,30.24,29.92,40,7.1,0,4.7,13,67,36,350,29,0,0,0,320,23,514,1837,08-09-2006
72518014735,2015-04-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,50,34,30.34,30.02,40,8.9,0,2.2,15,69,31,160,28,0,0,0,180,21,513,1838,08-09-2006
72518014735,2015-04-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",46,57,74,29.99,29.67,51,9.2,0,8.8,8,66,47,310,28,0.11,0,0,270,20,511,1839,08-09-2006
72518014735,2015-04-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35,58,48,29.96,29.65,47,9.3,0,9.4,7,77,39,280,49,0,0,0,280,36,509,1841,08-09-2006
72518014735,2015-04-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30,51,45,30.2,29.88,42,7.3,0,2,14,62,39,170,26,0,0,0,160,20,508,1842,08-09-2006
72518014735,2015-04-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40,49,71,29.84,29.58,46,7.4,0,-0.4,16,55,43,130,29,0.12,0,0,150,20,506,1843,08-09-2006
72518014735,2015-04-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40,53,65,29.64,29.31,47,7.3,0,3.2,12,61,45,310,30,0.54,0,0,300,23,505,1844,08-09-2006
72518014735,2015-04-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",36,49,69,29.65,29.33,42,9.1,0,-1.1,16,60,37,190,39,0.26,0,0,310,26,503,1845,08-09-2006
72518014735,2015-04-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,41,57,29.71,29.38,34,16.2,0,-9.5,24,45,37,280,36,T,0,T,300,29,502,1846,08-09-2006
72518014735,2015-04-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21,39,50,29.86,29.53,32,16.1,0,-11.9,26,44,34,280,35,T,0,T,280,25,500,1847,08-09-2006
72518014735,2015-04-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,44,47,29.8,29.5,37,9.4,0,-7.3,21,57,30,280,27,0,0,0,270,21,459,1849,08-09-2006
72518014735,2015-04-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30,50,47,29.7,29.39,41,7.5,0,-1.6,15,59,41,310,23,0,0,0,310,18,457,1850,08-09-2006
72518014735,2015-04-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",37,52,61,29.7,29.38,44,8.2,0,0,13,59,44,10,25,0.02,0,0,320,20,456,1851,08-09-2006
72518014735,2015-04-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",36,54,51,29.78,29.47,46,9.2,0,1.7,11,66,42,350,27,0,0,0,350,20,454,1852,08-09-2006
72518014735,2015-04-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",37,60,44,29.7,29.38,49,9.7,0,7.3,5,73,47,300,24,0,0,0,290,20,453,1853,08-09-2006
72518014735,2015-04-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",37,56,49,29.82,29.49,47,4.3,0,3,9,69,42,40,19,0,0,0,40,15,451,1854,08-09-2006
72518014735,2015-05-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40,56,57,29.94,29.62,48,3.3,0,2.7,9,66,46,40,17,0,0,0,10,14,450,1855,08-09-2006
72518014735,2015-05-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38,59,47,29.95,29.63,49,4.6,0,5.3,6,76,41,270,24,0,0,0,260,17,449,1857,08-09-2006
72518014735,2015-05-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40,64,43,30.04,29.71,52,4.1,0,10,1,80,47,210,20,0,0,0,210,15,447,1858,08-09-2006
72518014735,2015-05-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",41,72,34,30.09,29.78,55,9.2,7,17.7,0,87,56,310,26,0,0,0,300,20,446,1859,08-09-2006
72518014735,2015-05-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",46,69,45,30.19,29.86,57,7.5,4,14.4,0,79,59,300,25,0,0,0,290,18,445,1900,08-09-2006
72518014735,2015-05-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35,66,34,30.24,29.93,51,4,1,11,0,78,53,10,16,0,0,0,30,14,443,1901,08-09-2006
72518014735,2015-05-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",41,66,40,30.14,29.84,54,3.9,1,10.7,0,84,47,160,21,0,0,0,170,15,442,1902,08-09-2006
72518014735,2015-05-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",50,74,40,30.08,29.77,61,6.5,9,18.4,0,89,58,170,29,0,0,0,170,23,441,1903,08-09-2006
72518014735,2015-05-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",56,71,59,30.18,29.86,62,12.7,6,15.1,0,81,61,160,31,0,0,0,170,23,440,1904,08-09-2006
72518014735,2015-05-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",63,75,70,30.1,29.8,67,7.3,10,18.8,0,85,64,290,31,T,0,0,280,25,438,1905,08-09-2006
72518014735,2015-05-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",62,76,63,29.99,29.7,68,9.8,11,19.5,0,88,63,140,31,0,0,0,180,23,437,1906,08-09-2006
72518014735,2015-05-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",55,70,63,29.81,29.49,61,12.8,5,13.2,0,84,55,310,43,0.01,0,0,310,32,436,1908,08-09-2006
72518014735,2015-05-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38,56,51,30.08,29.72,48,13.7,0,-1.1,9,64,47,290,36,0,0,0,310,28,435,1909,08-09-2006
72518014735,2015-05-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32,54,45,30.34,30.02,45,2.9,0,-3.4,11,70,37,300,19,0,0,0,300,15,434,1910,08-09-2006
72518014735,2015-05-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35,58,41,30.23,29.93,48,4.4,0,0.3,7,75,40,170,20,T,0,0,180,15,433,1911,08-09-2006
